acc,proc_acc,dp,eo,eos_neg,method,data,model
0.8579939807137154,0.9275041505257333,0.11040532713940257,0.06096670985483488,0.038735492039458,unconstrained_pred,adult,logreg
0.8579939807137154,0.9275041505257333,0.11040532713940257,0.06096670985483488,0.038735492039458,pure_fair_pred,adult,logreg
0.8091640562619004,0.9109020475926951,-0.027416056694126778,-0.3775677128780066,-0.024314304389032863,part_fair_pred,adult,logreg
0.5956636570235243,0.4670724958494743,-0.06384734454219165,-0.1252862317882546,-0.10990732433785055,fine_part_fair_pred,adult,logreg
0.8563356059210122,0.9263973436635307,0.11022718160888223,0.07587456040614515,0.03856565005343039,unconstrained_pred,adult,svm
0.8560899207665377,0.9260284080427965,0.11034961629709712,0.07639458120697717,0.03863416613835538,pure_fair_pred,adult,svm
0.8091640562619004,0.914960339420771,-0.02051280691651977,-0.3276730391249548,-0.019555149830245405,part_fair_pred,adult,svm
0.8563970272096308,0.9263973436635307,0.1093058622796027,0.07405448760323297,0.037922304657370884,fine_part_fair_pred,adult,svm
0.6774373259052925,0.6777469990766389,0.11585017374105255,0.0955408997686652,0.10136426456971614,unconstrained_pred,compas,logreg
0.5459610027855153,0.5475530932594644,-0.001397130121888801,-0.017541327194399936,0.007754094846263659,pure_fair_pred,compas,logreg
0.5821727019498607,0.5595567867036011,0.011573134566367549,-0.0024558233007014874,0.015455735521508474,part_fair_pred,compas,logreg
0.5493036211699165,0.4995383194829178,0.0,0.0,0.0,fine_part_fair_pred,compas,logreg
0.6551532033426184,0.641735918744229,0.10093596401206795,0.08960380633864862,0.08344318301032205,unconstrained_pred,compas,svm
0.5504178272980502,0.543859649122807,-0.00035596982487007267,-0.013696370255668167,0.0061827503318296895,pure_fair_pred,compas,svm
0.5559888579387187,0.5124653739612188,0.023258409915714373,0.04077604016302161,-0.0008871596750578137,part_fair_pred,compas,svm
0.6551532033426184,0.641735918744229,0.10093596401206795,0.08960380633864862,0.08344318301032205,fine_part_fair_pred,compas,svm
