ClassCE,0.2660365
DiscCE,0.9999989
TtlCE,-0.7339624
ErrY,0.2659884
DI,0.0382250
DI_FP,0.0529433
DI_FN,0.0235067
ErrA,0.5992006
DP,0.0940173
Recon,2.6790229
A=?_BasePR,0.5141715
A=?_BaseNR,0.4858285
A=?_PredPR,0.5737646
A=?_PredNR,0.4262355
A=?_Error,0.2659884
A=?_TPR,0.7992933
A=?_TNR,0.6649215
A=?_FPR,0.3350785
A=?_FNR,0.2007067
A=1_BasePR,0.4645239
A=1_BaseNR,0.5354760
A=1_PredPR,0.5360824
A=1_PredNR,0.4639175
A=1_Error,0.2680412
A=1_TPR,0.7885118
A=1_TNR,0.6828992
A=1_FPR,0.3171008
A=1_FNR,0.2114882
A=0_BasePR,0.5883953
A=0_BaseNR,0.4116047
A=0_PredPR,0.6300997
A=0_PredNR,0.3699003
A=0_Error,0.2629193
A=0_TPR,0.8120185
A=0_TNR,0.6299559
A=0_FPR,0.3700441
A=0_FNR,0.1879815
ACor_BasePR,0.5883953
ACor_BaseNR,0.4116047
ACor_PredPR,0.6300997
ACor_PredNR,0.3699003
ACor_Error,0.2629193
ACor_TPR,0.8120185
ACor_TNR,0.6299559
ACor_FPR,0.3700441
ACor_FNR,0.1879815
AWro_BasePR,0.4645239
AWro_BaseNR,0.5354760
AWro_PredPR,0.5360824
AWro_PredNR,0.4639175
AWro_Error,0.2680412
AWro_TPR,0.7885118
AWro_TNR,0.6828992
AWro_FPR,0.3171008
AWro_FNR,0.2114882
Y=?_Base-A1-rate,0.5992006
Y=?_Base-A0-rate,0.4007994
Y=?_Pred-A1-rate,0.0000000
Y=?_Pred-A0-rate,1.0000000
Y=?_Error,0.5992006
Y=?_A1-Correct,0.0000000
Y=?_A1-Wrong,1.0000000
Y=?_A0-Correct,1.0000000
Y=?_A0-Wrong,0.0000000
Y=1_Base-A1-rate,0.5413427
Y=1_Base-A0-rate,0.4586572
Y=1_Pred-A1-rate,0.0000000
Y=1_Pred-A0-rate,1.0000000
Y=1_Error,0.5413428
Y=1_A1-Correct,0.0000000
Y=1_A1-Wrong,1.0000000
Y=1_A0-Correct,1.0000000
Y=1_A0-Wrong,0.0000000
Y=0_Base-A1-rate,0.6604338
Y=0_Base-A0-rate,0.3395662
Y=0_Pred-A1-rate,0.0000000
Y=0_Pred-A0-rate,1.0000000
Y=0_Error,0.6604338
Y=0_A1-Correct,0.0000000
Y=0_A1-Wrong,1.0000000
Y=0_A0-Correct,1.0000000
Y=0_A0-Wrong,0.0000000
YCor_Base-A1-rate,0.5975248
YCor_Base-A0-rate,0.4024752
YCor_Pred-A1-rate,0.0000000
YCor_Pred-A0-rate,1.0000000
YCor_Error,0.5975248
YCor_A1-Correct,0.0000000
YCor_A1-Wrong,1.0000000
YCor_A0-Correct,1.0000000
YCor_A0-Wrong,0.0000000
YWro_Base-A1-rate,0.6038252
YWro_Base-A0-rate,0.3961749
YWro_Pred-A1-rate,0.0000000
YWro_Pred-A0-rate,1.0000000
YWro_Error,0.6038251
YWro_A1-Correct,0.0000000
YWro_A1-Wrong,1.0000000
YWro_A0-Correct,1.0000000
YWro_A0-Wrong,0.0000000
